0,-1.77744,292.84408
1,711.09858,615.39435
2,675.72759,696.74049
3,1320.02814,604.16946
4,658.6783,769.13235
5,638.25332,579.38351
6,779.24578,843.18238
7,785.44768,547.62232
8,553.61579,671.65615
9,1060.89842,441.8477
10,512.33089,610.15749
11,923.73876,717.33239
12,222.57861,403.87184
13,989.53495,561.95915
14,1229.3515,721.70951
15,968.52011,657.01504
16,1214.19617,614.7066
17,715.98657,798.4289
18,731.45997,749.823
19,500.35536,438.33772
20,827.85233,756.42275
21,786.3835,856.45553
22,162.19902,171.54472
23,1279.94537,448.56843
24,268.02703,311.4535
25,1292.16134,598.89618
26,655.73004,549.27208
27,518.13915,512.34438
28,890.71023,643.96154
29,988.46734,666.58162
30,472.67663,846.325
31,804.90786,723.58972
32,801.65805,692.58815
33,534.33506,707.07066
34,766.71572,784.08409
35,984.37152,591.02796
36,534.4231,706.9879
37,786.45522,581.49618
38,1032.40749,536.84538
39,710.95487,808.44255
40,781.32337,767.01473
41,681.19795,613.67776
42,744.6412,751.67854
43,703.29772,707.77576
44,789.37108,780.42277
45,706.45687,697.85763
46,850.23547,633.28875
47,679.79023,690.57876
48,689.67258,865.08492
49,554.51723,547.36912
50,560.2691,707.56774
51,959.49326,113.24598
52,703.04129,622.54392
53,692.16652,710.49687
54,1037.98275,-119.41644
55,1077.76213,-170.4906
56,706.27121,479.90699
57,967.0062,633.826
58,773.35854,662.24481
59,875.2736,476.95816
60,863.72982,654.23689
61,743.96307,619.19483
62,716.75216,819.14743
63,616.95939,646.28275
64,1009.18087,143.65115
65,765.07837,634.58368
66,690.43389,788.77208
67,1106.60451,545.50176
68,631.50972,723.60337
69,1124.56784,-325.84152
70,731.10286,626.92533
71,606.33968,633.59806
72,328.34964,512.81053
73,805.23356,761.41247
74,778.48283,826.97435
75,799.3131,719.94718
76,812.54481,213.69588
77,690.71623,328.52686
78,511.85095,498.559
79,760.71339,688.86189
80,766.06017,632.65262
81,946.64422,255.09832
82,1207.88854,758.00438
83,755.37156,694.86085
84,736.59313,572.44355
85,765.72279,707.21696
86,443.69909,546.22406
87,747.9878,711.36039
88,1012.29186,511.81527
89,906.27265,486.88136
90,868.49468,555.7239
91,776.30152,407.79258
92,769.7408,681.77487
93,777.65904,689.96486
94,579.729,641.24159
95,774.68768,727.05134
96,765.13701,826.12806
97,804.10715,259.33364
98,153.54234,295.39071
99,893.71097,721.15432
100,705.07911,864.0639
101,698.30888,516.87649
102,884.17112,672.7324
103,504.92674,762.99569
104,713.05113,666.66225
105,704.68876,720.21641
106,784.97997,321.03332
107,628.524,797.57864
108,637.31468,776.09282
109,694.94974,575.08196
110,804.55793,807.73964
111,957.98231,576.5221
112,775.7961,472.7843
113,292.84573,497.23167
114,838.97196,776.5325
115,585.15281,603.22343
116,708.39144,742.36908
117,683.06811,764.25767
118,727.88468,827.97909
119,926.97288,377.1816
120,395.67133,1152.31332
121,702.8492,570.95827
122,338.45268,575.03256
123,1299.26801,936.31893
124,731.77902,700.05098
125,728.29093,747.81393
126,678.56072,475.90934
127,716.40879,582.52453
128,814.57748,695.48663
129,457.93393,421.33922
130,690.75831,622.78392
131,841.76322,609.93664
132,1037.406,501.40009
133,685.67162,789.73455
